n,t,v,h
43502,1450.0666666666668,1307,97
43503,1450.1,1308,97
43504,1450.1333333333332,1309,97
43505,1450.166666666667,1311,97
43506,1450.2,1311,97
43507,1450.2333333333331,1312,97
43508,1450.2666666666669,1313,98
43509,1450.3,1314,98
43510,1450.333333333333,1315,98
43511,1450.3666666666668,1316,98
43512,1450.4,1317,98
43513,1450.4333333333332,1317,98
43514,1450.466666666667,1319,98
43515,1450.5,1320,98
43516,1450.533333333333,1321,98
43517,1450.5666666666668,1323,98
43518,1450.6,1324,99
43519,1450.6333333333332,1325,99
43520,1450.666666666667,1326,99
43521,1450.7,1327,99
43522,1450.7333333333331,1328,99
43523,1450.7666666666669,1330,99
43524,1450.8,1331,99
43525,1450.833333333333,1332,99
43526,1450.8666666666668,1333,100
43527,1450.9,1335,100
43528,1450.9333333333332,1336,100
43529,1450.966666666667,1337,100
43530,1451.0,1338,100
43531,1451.033333333333,1339,100
43532,1451.0666666666668,1340,100
43533,1451.1,1341,101
43534,1451.1333333333332,1342,101
43535,1451.166666666667,1343,101
43536,1451.2,1344,101
43537,1451.2333333333331,1345,101
43538,1451.2666666666669,1346,101
43539,1451.3,1347,101
43540,1451.333333333333,1348,101
43541,1451.3666666666668,1349,101
43542,1451.4,1350,102
43543,1451.4333333333332,1351,102
43544,1451.466666666667,1352,102
43545,1451.5,1353,102
43546,1451.533333333333,1354,102
43547,1451.5666666666668,1355,102
43548,1451.6,1356,102
43549,1451.6333333333332,1357,102
43550,1451.666666666667,1358,103
43551,1451.7,1360,103
43552,1451.7333333333331,1361,103
43553,1451.7666666666669,1362,103
43554,1451.8,1363,103
43555,1451.833333333333,1364,103
43556,1451.8666666666668,1365,103
43557,1451.9,1366,103
43558,1451.9333333333332,1367,103
43559,1451.966666666667,1369,104
43560,1452.0,1370,104
43561,1452.033333333333,1371,104
43562,1452.0666666666668,1372,104
43563,1452.1,1373,104
43564,1452.1333333333332,1375,104
43565,1452.166666666667,1376,104
43566,1452.2,1377,105
43567,1452.2333333333331,1378,105
43568,1452.2666666666669,1379,105
43569,1452.3,1380,105
43570,1452.333333333333,1381,105
43571,1452.3666666666668,1382,105
43572,1452.4,1383,105
43573,1452.4333333333332,1384,105
43574,1452.466666666667,1385,106
43575,1452.5,1386,106
43576,1452.533333333333,1386,106
43577,1452.5666666666668,1388,106
43578,1452.6,1389,106
43579,1452.6333333333332,1390,106
43580,1452.666666666667,1392,106
43581,1452.7,1393,106
43582,1452.7333333333331,1394,107
43583,1452.7666666666669,1395,107
43584,1452.8,1396,107
43585,1452.833333333333,1397,107
43586,1452.8666666666668,1398,107
43587,1452.9,1400,107
43588,1452.9333333333332,1401,107
43589,1452.966666666667,1402,108
43590,1453.0,1403,108
43591,1453.033333333333,1404,108
43592,1453.0666666666668,1405,108
43593,1453.1,1406,108
43594,1453.1333333333332,1407,108
43595,1453.166666666667,1409,108
43596,1453.2,1410,109
43597,1453.2333333333331,1411,109
43598,1453.2666666666669,1411,109
43599,1453.3,1412,109
43600,1453.333333333333,1413,109
43601,1453.3666666666668,1414,109
43602,1453.4,1415,109
43603,1453.4333333333332,1416,109
43604,1453.466666666667,1417,110
43605,1453.5,1418,110
43606,1453.533333333333,1419,110
43607,1453.5666666666668,1420,110
43608,1453.6,1421,110
43609,1453.6333333333332,1422,110
43610,1453.666666666667,1423,110
43611,1453.7,1424,110
43612,1453.7333333333331,1425,110
43613,1453.7666666666669,1427,111
43614,1453.8,1428,111
43615,1453.833333333333,1429,111
43616,1453.8666666666668,1430,111
43617,1453.9,1432,111
43618,1453.9333333333332,1433,111
43619,1453.966666666667,1434,111
43620,1454.0,1435,111
43621,1454.033333333333,1436,112
43622,1454.0666666666668,1438,112
43623,1454.1,1439,112
43624,1454.1333333333332,1440,112
43625,1454.166666666667,1441,112
43626,1454.2,1442,112
43627,1454.2333333333331,1443,112
43628,1454.2666666666669,1445,113
43629,1454.3,1446,113
43630,1454.333333333333,1447,113
43631,1454.3666666666668,1448,113
43632,1454.4,1449,113
43633,1454.4333333333332,1450,113
43634,1454.466666666667,1451,113
43635,1454.5,1451,113
43636,1454.533333333333,1452,113
43637,1454.5666666666668,1453,114
43638,1454.6,1454,114
43639,1454.6333333333332,1454,114
43640,1454.666666666667,1456,114
43641,1454.7,1457,114
43642,1454.7333333333331,1459,114
43643,1454.7666666666669,1460,114
43644,1454.8,1461,114
43645,1454.833333333333,1462,115
43646,1454.8666666666668,1463,115
43647,1454.9,1465,115
43648,1454.9333333333332,1466,115
43649,1454.966666666667,1467,115
43650,1455.0,1469,115
43651,1455.033333333333,1470,115
43652,1455.0666666666668,1471,116
43653,1455.1,1472,116
43654,1455.1333333333332,1473,116
43655,1455.166666666667,1474,116
43656,1455.2,1475,116
43657,1455.2333333333331,1477,116
43658,1455.2666666666669,1478,116
43659,1455.3,1479,117
43660,1455.333333333333,1480,117
43661,1455.3666666666668,1481,117
43662,1455.4,1482,117
43663,1455.4333333333332,1483,117
43664,1455.466666666667,1484,117
43665,1455.5,1485,117
43666,1455.533333333333,1486,117
43667,1455.5666666666668,1487,118
43668,1455.6,1489,118
43669,1455.6333333333332,1490,118
43670,1455.666666666667,1491,118
43671,1455.7,1492,118
43672,1455.7333333333331,1493,118
43673,1455.7666666666669,1494,118
43674,1455.8,1495,118
43675,1455.833333333333,1496,118
43676,1455.8666666666668,1497,119
43677,1455.9,1498,119
43678,1455.9333333333332,1499,119
43679,1455.966666666667,1501,119
43680,1456.0,1502,119
43681,1456.033333333333,1503,119
43682,1456.0666666666668,1504,119
43683,1456.1,1505,120
43684,1456.1333333333332,1506,120
43685,1456.166666666667,1507,120
43686,1456.2,1508,120
43687,1456.2333333333331,1509,120
43688,1456.2666666666669,1510,120
43689,1456.3,1511,120
43690,1456.333333333333,1512,120
43691,1456.3666666666668,1513,120
43692,1456.4,1514,121
43693,1456.4333333333332,1515,121
43694,1456.466666666667,1516,121
43695,1456.5,1517,121
43696,1456.533333333333,1519,121
43697,1456.5666666666668,1520,121
43698,1456.6,1521,121
43699,1456.6333333333332,1522,122
43700,1456.666666666667,1523,122
43701,1456.7,1524,122
43702,1456.7333333333331,1525,122
43703,1456.7666666666669,1527,122
43704,1456.8,1528,122
43705,1456.833333333333,1530,122
43706,1456.8666666666668,1531,123
43707,1456.9,1532,123
43708,1456.9333333333332,1533,123
43709,1456.966666666667,1535,123
43710,1457.0,1536,123
43711,1457.033333333333,1537,123
43712,1457.0666666666668,1539,124
43713,1457.1,1540,124
43714,1457.1333333333332,1541,124
43715,1457.166666666667,1542,124
43716,1457.2,1542,124
43717,1457.2333333333331,1543,124
43718,1457.2666666666669,1544,124
43719,1457.3,1545,124
43720,1457.333333333333,1546,124
43721,1457.3666666666668,1548,125
43722,1457.4,1548,125
43723,1457.4333333333332,1549,125
43724,1457.466666666667,1551,125
43725,1457.5,1551,125
43726,1457.533333333333,1552,125
43727,1457.5666666666668,1555,125
43728,1457.6,1555,125
43729,1457.6333333333332,1556,126
43730,1457.666666666667,1559,126
43731,1457.7,1559,126
43732,1457.7333333333331,1560,126
43733,1457.7666666666669,1560,126
43734,1457.8,1563,126
43735,1457.833333333333,1566,127
43736,1457.8666666666668,1566,127
43737,1457.9,1567,127
43738,1457.9333333333332,1570,127
43739,1457.966666666667,1570,127
43740,1458.0,1571,127
43741,1458.033333333333,1571,127
43742,1458.0666666666668,1573,128
43743,1458.1,1574,128
43744,1458.1333333333332,1574,128
43745,1458.166666666667,1577,128
43746,1458.2,1578,128
43747,1458.2333333333331,1578,128
43748,1458.2666666666669,1580,128
43749,1458.3,1582,129
43750,1458.333333333333,1582,129
43751,1458.3666666666668,1584,129
43752,1458.4,1585,129
43753,1458.4333333333332,1586,129
43754,1458.466666666667,1587,129
43755,1458.5,1588,129
43756,1458.533333333333,1589,129
43757,1458.5666666666668,1591,130
43758,1458.6,1592,130
43759,1458.6333333333332,1593,130
43760,1458.666666666667,1594,130
43761,1458.7,1595,130
43762,1458.7333333333331,1596,130
43763,1458.7666666666669,1597,130
43764,1458.8,1598,130
43765,1458.833333333333,1599,131
43766,1458.8666666666668,1601,131
43767,1458.9,1602,131
43768,1458.9333333333332,1603,131
43769,1458.966666666667,1605,131
43770,1459.0,1606,131
43771,1459.033333333333,1607,132
43772,1459.0666666666668,1609,132
43773,1459.1,1610,132
43774,1459.1333333333332,1611,132
43775,1459.166666666667,1613,132
43776,1459.2,1614,132
43777,1459.2333333333331,1616,133
43778,1459.2666666666669,1617,133
43779,1459.3,1618,133
43780,1459.333333333333,1620,133
43781,1459.3666666666668,1621,133
43782,1459.4,1622,133
43783,1459.4333333333332,1623,133
43784,1459.466666666667,1625,134
43785,1459.5,1626,134
43786,1459.533333333333,1627,134
43787,1459.5666666666668,1628,134
43788,1459.6,1629,134
43789,1459.6333333333332,1630,134
43790,1459.666666666667,1631,134
43791,1459.7,1632,135
43792,1459.7333333333331,1633,135
43793,1459.7666666666669,1635,135
43794,1459.8,1636,135
43795,1459.833333333333,1637,135
43796,1459.8666666666668,1639,135
43797,1459.9,1640,136
43798,1459.9333333333332,1641,136
43799,1459.966666666667,1642,136
43800,1460.0,1643,136
43801,1460.033333333333,1644,136
43802,1460.0666666666668,1646,136
43803,1460.1,1647,136
43804,1460.1333333333332,1648,137
43805,1460.166666666667,1650,137
43806,1460.2,1651,137
43807,1460.2333333333331,1652,137
43808,1460.2666666666669,1654,137
43809,1460.3,1655,137
43810,1460.333333333333,1656,137
43811,1460.3666666666668,1658,138
43812,1460.4,1659,138
43813,1460.4333333333332,1660,138
43814,1460.466666666667,1662,138
43815,1460.5,1663,138
43816,1460.533333333333,1664,138
43817,1460.5666666666668,1665,139
43818,1460.6,1667,139
43819,1460.6333333333332,1668,139
43820,1460.666666666667,1669,139
43821,1460.7,1671,139
43822,1460.7333333333331,1672,139
43823,1460.7666666666669,1673,139
43824,1460.8,1674,140
43825,1460.833333333333,1675,140
43826,1460.8666666666668,1676,140
43827,1460.9,1677,140
43828,1460.9333333333332,1678,140
43829,1460.966666666667,1680,140
43830,1461.0,1681,140
43831,1461.033333333333,1682,141
43832,1461.0666666666668,1683,141
43833,1461.1,1684,141
43834,1461.1333333333332,1685,141
43835,1461.166666666667,1686,141
43836,1461.2,1687,141
43837,1461.2333333333331,1688,141
43838,1461.2666666666669,1690,142
43839,1461.3,1692,142
43840,1461.333333333333,1693,142
43841,1461.3666666666668,1695,142
43842,1461.4,1696,142
43843,1461.4333333333332,1697,142
43844,1461.466666666667,1698,142
43845,1461.5,1700,143
43846,1461.533333333333,1701,143
43847,1461.5666666666668,1703,143
43848,1461.6,1704,143
43849,1461.6333333333332,1706,143
43850,1461.666666666667,1707,143
43851,1461.7,1708,144
43852,1461.7333333333331,1709,144
43853,1461.7666666666669,1711,144
43854,1461.8,1712,144
43855,1461.833333333333,1713,144
43856,1461.8666666666668,1715,144
43857,1461.9,1716,145
43858,1461.9333333333332,1717,145
43859,1461.966666666667,1718,145
43860,1462.0,1719,145
43861,1462.033333333333,1720,145
43862,1462.0666666666668,1722,145
43863,1462.1,1723,145
43864,1462.1333333333332,1724,145
43865,1462.166666666667,1725,146
43866,1462.2,1727,146
43867,1462.2333333333331,1728,146
43868,1462.2666666666669,1729,146
43869,1462.3,1730,146
43870,1462.333333333333,1731,146
43871,1462.3666666666668,1732,146
43872,1462.4,1733,147
43873,1462.4333333333332,1734,147
43874,1462.466666666667,1736,147
43875,1462.5,1738,147
43876,1462.533333333333,1739,147
43877,1462.5666666666668,1741,147
43878,1462.6,1742,148
43879,1462.6333333333332,1743,148
43880,1462.666666666667,1745,148
43881,1462.7,1746,148
43882,1462.7333333333331,1747,148
43883,1462.7666666666669,1749,148
43884,1462.8,1750,149
43885,1462.833333333333,1751,149
43886,1462.8666666666668,1753,149
43887,1462.9,1754,149
43888,1462.9333333333332,1755,149
43889,1462.966666666667,1756,149
43890,1463.0,1757,150
43891,1463.033333333333,1758,150
43892,1463.0666666666668,1760,150
43893,1463.1,1761,150
43894,1463.1333333333332,1762,150
43895,1463.166666666667,1764,150
43896,1463.2,1765,150
43897,1463.2333333333331,1766,151
43898,1463.2666666666669,1767,151
43899,1463.3,1768,151
43900,1463.333333333333,1769,151
43901,1463.3666666666668,1771,151
43902,1463.4,1772,151
43903,1463.4333333333332,1774,152
43904,1463.466666666667,1775,152
43905,1463.5,1776,152
43906,1463.533333333333,1777,152
43907,1463.5666666666668,1779,152
43908,1463.6,1780,152
43909,1463.6333333333332,1781,152
43910,1463.666666666667,1783,153
43911,1463.7,1784,153
43912,1463.7333333333331,1786,153
43913,1463.7666666666669,1787,153
43914,1463.8,1789,153
43915,1463.833333333333,1790,153
43916,1463.8666666666668,1791,154
43917,1463.9,1793,154
43918,1463.9333333333332,1794,154
43919,1463.966666666667,1796,154
43920,1464.0,1797,154
43921,1464.033333333333,1798,154
43922,1464.0666666666668,1799,154
43923,1464.1,1800,155
43924,1464.1333333333332,1801,155
43925,1464.166666666667,1802,155
43926,1464.2,1803,155
43927,1464.2333333333331,1804,155
43928,1464.2666666666669,1806,155
43929,1464.3,1807,155
43930,1464.333333333333,1809,156
43931,1464.3666666666668,1810,156
43932,1464.4,1812,156
43933,1464.4333333333332,1813,156
43934,1464.466666666667,1815,156
43935,1464.5,1816,156
43936,1464.533333333333,1817,157
43937,1464.5666666666668,1820,157
43938,1464.6,1821,157
43939,1464.6333333333332,1823,157
43940,1464.666666666667,1824,157
43941,1464.7,1826,158
43942,1464.7333333333331,1827,158
43943,1464.7666666666669,1828,158
43944,1464.8,1829,158
43945,1464.833333333333,1831,158
43946,1464.8666666666668,1833,158
43947,1464.9,1834,159
43948,1464.9333333333332,1835,159
43949,1464.966666666667,1836,159
43950,1465.0,1837,159
43951,1465.033333333333,1839,159
43952,1465.0666666666668,1840,159
43953,1465.1,1841,159
43954,1465.1333333333332,1842,159
43955,1465.166666666667,1844,160
43956,1465.2,1845,160
43957,1465.2333333333331,1846,160
43958,1465.2666666666669,1848,160
43959,1465.3,1849,160
43960,1465.333333333333,1850,161
43961,1465.3666666666668,1852,161
43962,1465.4,1853,161
43963,1465.4333333333332,1854,161
43964,1465.466666666667,1856,161
43965,1465.5,1857,161
43966,1465.533333333333,1859,161
43967,1465.5666666666668,1860,162
43968,1465.6,1861,162
43969,1465.6333333333332,1863,162
43970,1465.666666666667,1864,162
43971,1465.7,1865,162
43972,1465.7333333333331,1867,162
43973,1465.7666666666669,1869,163
43974,1465.8,1870,163
43975,1465.833333333333,1872,163
43976,1465.8666666666668,1873,163
43977,1465.9,1875,163
43978,1465.9333333333332,1876,164
43979,1465.966666666667,1877,164
43980,1466.0,1879,164
43981,1466.033333333333,1880,164
43982,1466.0666666666668,1882,164
43983,1466.1,1883,164
43984,1466.1333333333332,1884,165
43985,1466.166666666667,1886,165
43986,1466.2,1887,165
43987,1466.2333333333331,1888,165
43988,1466.2666666666669,1889,165
43989,1466.3,1890,165
43990,1466.333333333333,1891,165
43991,1466.3666666666668,1893,166
43992,1466.4,1894,166
43993,1466.4333333333332,1895,166
43994,1466.466666666667,1896,166
43995,1466.5,1898,166
43996,1466.533333333333,1899,166
43997,1466.5666666666668,1900,166
43998,1466.6,1901,166
43999,1466.6333333333332,1902,167
44000,1466.666666666667,1904,167
44001,1466.7,1905,167
44002,1466.7333333333331,1907,167
44003,1466.7666666666669,1909,167
44004,1466.8,1910,168
44005,1466.833333333333,1912,168
44006,1466.8666666666668,1913,168
44007,1466.9,1914,168
44008,1466.9333333333332,1916,168
44009,1466.966666666667,1918,169
44010,1467.0,1920,169
44011,1467.033333333333,1921,169
44012,1467.0666666666668,1923,169
44013,1467.1,1924,169
44014,1467.1333333333332,1926,169
44015,1467.166666666667,1927,170
44016,1467.2,1928,170
44017,1467.2333333333331,1930,170
44018,1467.2666666666669,1932,170
44019,1467.3,1933,170
44020,1467.333333333333,1935,171
44021,1467.3666666666668,1936,171
44022,1467.4,1938,171
44023,1467.4333333333332,1939,171
44024,1467.466666666667,1941,171
44025,1467.5,1942,171
44026,1467.533333333333,1943,172
44027,1467.5666666666668,1945,172
44028,1467.6,1947,172
44029,1467.6333333333332,1948,172
44030,1467.666666666667,1950,172
44031,1467.7,1951,172
44032,1467.7333333333331,1953,172
44033,1467.7666666666669,1954,172
44034,1467.8,1955,173
44035,1467.833333333333,1956,173
44036,1467.8666666666668,1959,173
44037,1467.9,1960,173
44038,1467.9333333333332,1962,173
44039,1467.966666666667,1963,174
44040,1468.0,1964,174
44041,1468.033333333333,1966,174
44042,1468.0666666666668,1967,174
44043,1468.1,1968,174
44044,1468.1333333333332,1970,174
44045,1468.166666666667,1972,175
44046,1468.2,1973,175
44047,1468.2333333333331,1975,175
44048,1468.2666666666669,1976,175
44049,1468.3,1978,175
44050,1468.333333333333,1979,176
44051,1468.3666666666668,1980,176
44052,1468.4,1982,176
44053,1468.4333333333332,1983,176
44054,1468.466666666667,1985,176
44055,1468.5,1987,177
44056,1468.533333333333,1988,177
44057,1468.5666666666668,1990,177
44058,1468.6,1991,177
44059,1468.6333333333332,1992,177
44060,1468.666666666667,1994,177
44061,1468.7,1995,178
44062,1468.7333333333331,1996,178
44063,1468.7666666666669,1998,178
44064,1468.8,2000,178
44065,1468.833333333333,2001,178
44066,1468.8666666666668,2002,178
44067,1468.9,2003,179
44068,1468.9333333333332,2005,179
44069,1468.966666666667,2006,179
44070,1469.0,2007,179
44071,1469.033333333333,2008,179
44072,1469.0666666666668,2010,179
44073,1469.1,2011,180
44074,1469.1333333333332,2013,180
44075,1469.166666666667,2014,180
44076,1469.2,2015,180
44077,1469.2333333333331,2017,180
44078,1469.2666666666669,2018,180
44079,1469.3,2019,180
44080,1469.333333333333,2020,181
44081,1469.3666666666668,2022,181
44082,1469.4,2024,181
44083,1469.4333333333332,2026,181
44084,1469.466666666667,2027,181
44085,1469.5,2029,182
44086,1469.533333333333,2030,182
44087,1469.5666666666668,2032,182
44088,1469.6,2033,182
44089,1469.6333333333332,2035,182
44090,1469.666666666667,2037,183
44091,1469.7,2038,183
44092,1469.7333333333331,2039,183
44093,1469.7666666666669,2041,183
44094,1469.8,2042,183
44095,1469.833333333333,2043,183
44096,1469.8666666666668,2044,184
44097,1469.9,2045,184
44098,1469.9333333333332,2047,184
44099,1469.966666666667,2049,184
44100,1470.0,2050,184
44101,1470.033333333333,2052,184
44102,1470.0666666666668,2053,185
44103,1470.1,2054,185
44104,1470.1333333333332,2056,185
44105,1470.166666666667,2057,185
44106,1470.2,2058,185
44107,1470.2333333333331,2060,185
44108,1470.2666666666669,2062,186
44109,1470.3,2063,186
44110,1470.333333333333,2065,186
44111,1470.3666666666668,2067,186
44112,1470.4,2068,186
44113,1470.4333333333332,2070,187
44114,1470.466666666667,2071,187
44115,1470.5,2073,187
44116,1470.533333333333,2074,187
44117,1470.5666666666668,2076,187
44118,1470.6,2078,188
44119,1470.6333333333332,2079,188
44120,1470.666666666667,2081,188
44121,1470.7,2082,188
44122,1470.7333333333331,2083,188
44123,1470.7666666666669,2085,188
44124,1470.8,2086,189
44125,1470.833333333333,2087,189
44126,1470.8666666666668,2089,189
44127,1470.9,2091,189
44128,1470.9333333333332,2092,189
44129,1470.966666666667,2094,190
44130,1471.0,2095,190
44131,1471.033333333333,2096,190
44132,1471.0666666666668,2098,190
44133,1471.1,2099,190
44134,1471.1333333333332,2100,190
44135,1471.166666666667,2103,191
44136,1471.2,2104,191
44137,1471.2333333333331,2106,191
44138,1471.2666666666669,2108,191
44139,1471.3,2109,191
44140,1471.333333333333,2111,192
44141,1471.3666666666668,2112,192
44142,1471.4,2114,192
44143,1471.4333333333332,2115,192
44144,1471.466666666667,2118,192
44145,1471.5,2119,192
44146,1471.533333333333,2121,193
44147,1471.5666666666668,2122,193
44148,1471.6,2123,193
44149,1471.6333333333332,2125,193
44150,1471.666666666667,2126,193
44151,1471.7,2127,193
44152,1471.7333333333331,2129,194
44153,1471.7666666666669,2131,194
44154,1471.8,2132,194
44155,1471.833333333333,2133,194
44156,1471.8666666666668,2134,194
44157,1471.9,2136,194
44158,1471.9333333333332,2137,195
44159,1471.966666666667,2138,195
44160,1472.0,2139,195
44161,1472.033333333333,2140,195
44162,1472.0666666666668,2142,195
44163,1472.1,2144,195
44164,1472.1333333333332,2146,196
44165,1472.166666666667,2147,196
44166,1472.2,2149,196
44167,1472.2333333333331,2150,196
44168,1472.2666666666669,2152,196
44169,1472.3,2153,196
44170,1472.333333333333,2155,197
44171,1472.3666666666668,2157,197
44172,1472.4,2159,197
44173,1472.4333333333332,2161,197
44174,1472.466666666667,2162,198
44175,1472.5,2164,198
44176,1472.533333333333,2166,198
44177,1472.5666666666668,2168,198
44178,1472.6,2169,198
44179,1472.6333333333332,2171,198
44180,1472.666666666667,2173,199
44181,1472.7,2175,199
44182,1472.7333333333331,2177,199
44183,1472.7666666666669,2178,199
44184,1472.8,2180,199
44185,1472.833333333333,2182,200
44186,1472.8666666666668,2183,200
44187,1472.9,2185,200
44188,1472.9333333333332,2186,200
44189,1472.966666666667,2189,200
44190,1473.0,2190,201
44191,1473.033333333333,2192,201
44192,1473.0666666666668,2194,201
44193,1473.1,2195,201
44194,1473.1333333333332,2197,201
44195,1473.166666666667,2198,202
44196,1473.2,2200,202
44197,1473.2333333333331,2201,202
44198,1473.2666666666669,2203,202
44199,1473.3,2205,202
44200,1473.333333333333,2206,203
44201,1473.3666666666668,2208,203
44202,1473.4,2209,203
44203,1473.4333333333332,2211,203
44204,1473.466666666667,2212,203
44205,1473.5,2213,203
44206,1473.533333333333,2214,204
44207,1473.5666666666668,2217,204
44208,1473.6,2219,204
44209,1473.6333333333332,2220,204
44210,1473.666666666667,2222,205
44211,1473.7,2224,205
44212,1473.7333333333331,2225,205
44213,1473.7666666666669,2227,205
44214,1473.8,2228,205
44215,1473.833333333333,2230,205
44216,1473.8666666666668,2232,206
44217,1473.9,2234,206
44218,1473.9333333333332,2235,206
44219,1473.966666666667,2237,206
44220,1474.0,2238,206
44221,1474.033333333333,2239,207
44222,1474.0666666666668,2241,207
44223,1474.1,2242,207
44224,1474.1333333333332,2243,207
44225,1474.166666666667,2245,207
44226,1474.2,2247,207
44227,1474.2333333333331,2248,208
44228,1474.2666666666669,2249,208
44229,1474.3,2251,208
44230,1474.333333333333,2252,208
44231,1474.3666666666668,2253,208
44232,1474.4,2254,208
44233,1474.4333333333332,2255,209
44234,1474.466666666667,2258,209
44235,1474.5,2259,209
44236,1474.533333333333,2261,209
44237,1474.5666666666668,2262,209
44238,1474.6,2264,210
44239,1474.6333333333332,2266,210
44240,1474.666666666667,2267,210
44241,1474.7,2269,210
44242,1474.7333333333331,2270,210
44243,1474.7666666666669,2273,211
44244,1474.8,2275,211
44245,1474.833333333333,2276,211
44246,1474.8666666666668,2278,211
44247,1474.9,2280,211
44248,1474.9333333333332,2282,212
44249,1474.966666666667,2283,212
44250,1475.0,2285,212
44251,1475.033333333333,2287,212
44252,1475.0666666666668,2289,213
44253,1475.1,2291,213
44254,1475.1333333333332,2292,213
44255,1475.166666666667,2294,213
44256,1475.2,2295,213
44257,1475.2333333333331,2297,214
44258,1475.2666666666669,2298,214
44259,1475.3,2300,214
44260,1475.333333333333,2301,214
44261,1475.3666666666668,2303,214
44262,1475.4,2305,215
44263,1475.4333333333332,2306,215
44264,1475.466666666667,2308,215
44265,1475.5,2310,215
44266,1475.533333333333,2311,215
44267,1475.5666666666668,2312,216
44268,1475.6,2314,216
44269,1475.6333333333332,2315,216
44270,1475.666666666667,2318,216
44271,1475.7,2319,216
44272,1475.7333333333331,2321,216
44273,1475.7666666666669,2323,217
44274,1475.8,2324,217
44275,1475.833333333333,2326,217
44276,1475.8666666666668,2327,217
44277,1475.9,2329,217
44278,1475.9333333333332,2330,218
44279,1475.966666666667,2333,218
44280,1476.0,2335,218
44281,1476.033333333333,2336,218
44282,1476.0666666666668,2338,218
44283,1476.1,2340,219
44284,1476.1333333333332,2342,219
44285,1476.166666666667,2343,219
44286,1476.2,2345,219
44287,1476.2333333333331,2347,219
44288,1476.2666666666669,2349,220
44289,1476.3,2351,220
44290,1476.333333333333,2352,220
44291,1476.3666666666668,2354,220
44292,1476.4,2355,221
44293,1476.4333333333332,2357,221
44294,1476.466666666667,2358,221
44295,1476.5,2360,221
44296,1476.533333333333,2361,221
44297,1476.5666666666668,2363,221
44298,1476.6,2365,222
44299,1476.6333333333332,2367,222
44300,1476.666666666667,2368,222
44301,1476.7,2370,222
44302,1476.7333333333331,2371,222
44303,1476.7666666666669,2373,223
44304,1476.8,2374,223
44305,1476.833333333333,2376,223
44306,1476.8666666666668,2378,223
44307,1476.9,2380,223
44308,1476.9333333333332,2381,224
44309,1476.966666666667,2383,224
44310,1477.0,2385,224
44311,1477.033333333333,2386,224
44312,1477.0666666666668,2388,224
44313,1477.1,2389,225
44314,1477.1333333333332,2391,225
44315,1477.166666666667,2393,225
44316,1477.2,2394,225
44317,1477.2333333333331,2396,225
44318,1477.2666666666669,2397,226
44319,1477.3,2399,226
44320,1477.333333333333,2400,226
44321,1477.3666666666668,2401,226
44322,1477.4,2403,226
44323,1477.4333333333332,2404,226
44324,1477.466666666667,2406,227
44325,1477.5,2408,227
44326,1477.533333333333,2410,227
44327,1477.5666666666668,2412,227
44328,1477.6,2413,227
44329,1477.6333333333332,2415,228
44330,1477.666666666667,2417,228
44331,1477.7,2418,228
44332,1477.7333333333331,2420,228
44333,1477.7666666666669,2422,229
44334,1477.8,2424,229
44335,1477.833333333333,2426,229
44336,1477.8666666666668,2428,229
44337,1477.9,2429,229
44338,1477.9333333333332,2431,230
44339,1477.966666666667,2432,230
44340,1478.0,2434,230
44341,1478.033333333333,2436,230
44342,1478.0666666666668,2438,230
44343,1478.1,2440,231
44344,1478.1333333333332,2442,231
44345,1478.166666666667,2444,231
44346,1478.2,2446,231
44347,1478.2333333333331,2448,232
44348,1478.2666666666669,2450,232
44349,1478.3,2452,232
44350,1478.333333333333,2453,232
44351,1478.3666666666668,2456,233
44352,1478.4,2458,233
44353,1478.4333333333332,2460,233
44354,1478.466666666667,2462,233
44355,1478.5,2464,234
44356,1478.533333333333,2465,234
44357,1478.5666666666668,2467,234
44358,1478.6,2469,234
44359,1478.6333333333332,2470,234
44360,1478.666666666667,2473,235
44361,1478.7,2474,235
44362,1478.7333333333331,2476,235
44363,1478.7666666666669,2478,235
44364,1478.8,2479,236
44365,1478.833333333333,2481,236
44366,1478.8666666666668,2482,236
44367,1478.9,2484,236
44368,1478.9333333333332,2485,236
44369,1478.966666666667,2488,237
44370,1479.0,2489,237
44371,1479.033333333333,2491,237
44372,1479.0666666666668,2493,237
44373,1479.1,2494,237
44374,1479.1333333333332,2496,238
44375,1479.166666666667,2497,238
44376,1479.2,2499,238
44377,1479.2333333333331,2500,238
44378,1479.2666666666669,2503,238
44379,1479.3,2504,239
44380,1479.333333333333,2506,239
44381,1479.3666666666668,2507,239
44382,1479.4,2508,239
44383,1479.4333333333332,2510,239
44384,1479.466666666667,2511,239
44385,1479.5,2513,239
44386,1479.533333333333,2514,240
44387,1479.5666666666668,2517,240
44388,1479.6,2519,240
44389,1479.6333333333332,2521,240
44390,1479.666666666667,2523,241
44391,1479.7,2525,241
44392,1479.7333333333331,2527,241
44393,1479.7666666666669,2529,241
44394,1479.8,2530,242
44395,1479.833333333333,2532,242
44396,1479.8666666666668,2535,242
44397,1479.9,2537,242
44398,1479.9333333333332,2539,243
44399,1479.966666666667,2541,243
44400,1480.0,2543,243
44401,1480.033333333333,2545,243
44402,1480.0666666666668,2547,243
44403,1480.1,2548,244
44404,1480.1333333333332,2550,244
44405,1480.166666666667,2553,244
44406,1480.2,2554,244
44407,1480.2333333333331,2556,245
44408,1480.2666666666669,2558,245
44409,1480.3,2559,245
