n,t,v,h
56039,1867.966666666667,15909,5560
56040,1868.0,15913,5560
56041,1868.033333333333,15916,5560
56042,1868.0666666666668,15919,5560
56043,1868.1,15923,5560
56044,1868.1333333333328,15927,5560
56045,1868.166666666667,15930,5560
56046,1868.2,15933,5560
56047,1868.2333333333331,15936,5560
56048,1868.2666666666669,15938,5560
56049,1868.3,15941,5560
56050,1868.333333333333,15944,5560
56051,1868.3666666666668,15947,5560
56052,1868.4,15952,5560
56053,1868.4333333333327,15956,5560
56054,1868.466666666667,15959,5560
56055,1868.5,15963,5560
56056,1868.533333333333,15966,5560
56057,1868.5666666666668,15970,5560
56058,1868.6,15973,5560
56059,1868.6333333333328,15976,5560
56060,1868.666666666667,15980,5560
56061,1868.7,15985,5570
56062,1868.7333333333331,15989,5570
56063,1868.7666666666669,15992,5570
56064,1868.8,15997,5570
56065,1868.833333333333,16000,5570
56066,1868.8666666666668,16003,5570
56067,1868.9,16006,5570
56068,1868.9333333333327,16009,5570
56069,1868.966666666667,16012,5570
56070,1869.0,16017,5570
56071,1869.033333333333,16020,5570
56072,1869.0666666666668,16023,5570
56073,1869.1,16026,5570
56074,1869.1333333333328,16029,5570
56075,1869.166666666667,16032,5570
56076,1869.2,16035,5570
56077,1869.2333333333331,16038,5570
56078,1869.2666666666669,16040,5570
56079,1869.3,16046,5570
56080,1869.333333333333,16049,5570
56081,1869.3666666666668,16053,5570
56082,1869.4,16057,5570
56083,1869.4333333333327,16060,5570
56084,1869.466666666667,16064,5570
56085,1869.5,16067,5580
56086,1869.533333333333,16070,5580
56087,1869.5666666666668,16074,5580
56088,1869.6,16079,5580
56089,1869.6333333333328,16083,5580
56090,1869.666666666667,16087,5580
56091,1869.7,16090,5580
56092,1869.7333333333331,16093,5580
56093,1869.7666666666669,16097,5580
56094,1869.8,16100,5580
56095,1869.833333333333,16104,5580
56096,1869.8666666666668,16107,5580
56097,1869.9,16112,5580
56098,1869.9333333333327,16115,5580
56099,1869.966666666667,16118,5580
56100,1870.0,16121,5580
56101,1870.033333333333,16124,5580
56102,1870.0666666666668,16127,5580
56103,1870.1,16130,5580
56104,1870.1333333333328,16133,5580
56105,1870.166666666667,16135,5580
56106,1870.2,16140,5580
56107,1870.2333333333331,16144,5580
56108,1870.2666666666669,16147,5580
56109,1870.3,16150,5580
56110,1870.333333333333,16153,5580
56111,1870.3666666666668,16156,5590
56112,1870.4,16160,5590
56113,1870.4333333333327,16163,5590
56114,1870.466666666667,16166,5590
56115,1870.5,16170,5590
56116,1870.533333333333,16173,5590
56117,1870.5666666666668,16176,5590
56118,1870.6,16178,5590
56119,1870.6333333333328,16181,5590
56120,1870.666666666667,16184,5590
56121,1870.7,16187,5590
56122,1870.7333333333331,16189,5590
56123,1870.7666666666669,16192,5590
56124,1870.8,16197,5590
56125,1870.833333333333,16202,5590
56126,1870.8666666666668,16207,5590
56127,1870.9,16211,5590
56128,1870.9333333333327,16214,5590
56129,1870.966666666667,16218,5590
56130,1871.0,16222,5590
56131,1871.033333333333,16225,5590
56132,1871.0666666666668,16228,5590
56133,1871.1,16234,5590
56134,1871.1333333333328,16237,5590
56135,1871.166666666667,16240,5590
56136,1871.2,16244,5600
56137,1871.2333333333331,16247,5600
56138,1871.2666666666669,16250,5600
56139,1871.3,16253,5600
56140,1871.333333333333,16257,5600
56141,1871.3666666666668,16259,5600
56142,1871.4,16265,5600
56143,1871.4333333333327,16268,5600
56144,1871.466666666667,16273,5600
56145,1871.5,16276,5600
56146,1871.533333333333,16279,5600
56147,1871.5666666666668,16282,5600
56148,1871.6,16285,5600
56149,1871.6333333333328,16288,5600
56150,1871.666666666667,16291,5600
56151,1871.7,16297,5600
56152,1871.7333333333331,16301,5600
56153,1871.7666666666669,16305,5600
56154,1871.8,16309,5600
56155,1871.833333333333,16313,5600
56156,1871.8666666666668,16316,5600
56157,1871.9,16320,5600
56158,1871.9333333333327,16324,5600
56159,1871.966666666667,16327,5600
56160,1872.0,16333,5600
56161,1872.033333333333,16337,5610
56162,1872.0666666666668,16341,5610
56163,1872.1,16344,5610
56164,1872.1333333333328,16348,5610
56165,1872.166666666667,16352,5610
56166,1872.2,16355,5610
56167,1872.2333333333331,16359,5610
56168,1872.2666666666669,16362,5610
56169,1872.3,16367,5610
56170,1872.333333333333,16370,5610
56171,1872.3666666666668,16374,5610
56172,1872.4,16377,5610
56173,1872.4333333333327,16380,5610
56174,1872.466666666667,16383,5610
56175,1872.5,16386,5610
56176,1872.533333333333,16389,5610
56177,1872.5666666666668,16395,5610
56178,1872.6,16398,5610
56179,1872.6333333333328,16402,5610
56180,1872.666666666667,16405,5610
56181,1872.7,16409,5610
56182,1872.7333333333331,16412,5610
56183,1872.7666666666669,16415,5610
56184,1872.8,16418,5610
56185,1872.833333333333,16421,5610
56186,1872.8666666666668,16427,5620
56187,1872.9,16431,5620
56188,1872.9333333333327,16435,5620
56189,1872.966666666667,16439,5620
56190,1873.0,16443,5620
56191,1873.033333333333,16447,5620
56192,1873.0666666666668,16451,5620
56193,1873.1,16454,5620
56194,1873.1333333333328,16458,5620
56195,1873.166666666667,16464,5620
56196,1873.2,16468,5620
56197,1873.2333333333331,16472,5620
56198,1873.2666666666669,16476,5620
56199,1873.3,16479,5620
56200,1873.333333333333,16483,5620
56201,1873.3666666666668,16486,5620
56202,1873.4,16490,5620
56203,1873.4333333333327,16493,5620
56204,1873.466666666667,16499,5620
56205,1873.5,16503,5620
56206,1873.533333333333,16507,5620
56207,1873.5666666666668,16510,5620
56208,1873.6,16514,5620
56209,1873.6333333333328,16518,5620
56210,1873.666666666667,16521,5630
56211,1873.7,16524,5630
56212,1873.7333333333331,16528,5630
56213,1873.7666666666669,16534,5630
56214,1873.8,16537,5630
56215,1873.833333333333,16541,5630
56216,1873.8666666666668,16545,5630
56217,1873.9,16548,5630
56218,1873.9333333333327,16552,5630
56219,1873.966666666667,16555,5630
56220,1874.0,16559,5630
56221,1874.033333333333,16562,5630
56222,1874.0666666666668,16567,5630
56223,1874.1,16571,5630
56224,1874.1333333333328,16574,5630
56225,1874.166666666667,16577,5630
56226,1874.2,16580,5630
56227,1874.2333333333331,16583,5630
56228,1874.2666666666669,16586,5630
56229,1874.3,16589,5630
56230,1874.333333333333,16592,5630
56231,1874.3666666666668,16597,5630
56232,1874.4,16601,5630
56233,1874.4333333333327,16604,5630
56234,1874.466666666667,16607,5630
56235,1874.5,16611,5640
56236,1874.533333333333,16614,5640
56237,1874.5666666666668,16617,5640
56238,1874.6,16620,5640
56239,1874.6333333333328,16623,5640
56240,1874.666666666667,16628,5640
56241,1874.7,16632,5640
56242,1874.7333333333331,16636,5640
56243,1874.7666666666669,16639,5640
56244,1874.8,16642,5640
56245,1874.833333333333,16646,5640
56246,1874.8666666666668,16649,5640
56247,1874.9,16652,5640
56248,1874.9333333333327,16655,5640
56249,1874.966666666667,16662,5640
56250,1875.0,16666,5640
56251,1875.033333333333,16670,5640
56252,1875.0666666666668,16674,5640
56253,1875.1,16678,5640
56254,1875.1333333333328,16681,5640
56255,1875.166666666667,16685,5640
56256,1875.2,16689,5640
56257,1875.2333333333331,16692,5640
56258,1875.2666666666669,16698,5640
56259,1875.3,16701,5640
56260,1875.333333333333,16705,5640
56261,1875.3666666666668,16708,5650
56262,1875.4,16712,5650
56263,1875.4333333333327,16715,5650
56264,1875.466666666667,16718,5650
56265,1875.5,16721,5650
56266,1875.533333333333,16724,5650
56267,1875.5666666666668,16730,5650
56268,1875.6,16734,5650
56269,1875.6333333333328,16738,5650
56270,1875.666666666667,16742,5650
56271,1875.7,16746,5650
56272,1875.7333333333331,16750,5650
56273,1875.7666666666669,16754,5650
56274,1875.8,16757,5650
56275,1875.833333333333,16761,5650
56276,1875.8666666666668,16766,5650
56277,1875.9,16770,5650
56278,1875.9333333333327,16773,5650
56279,1875.966666666667,16777,5650
56280,1876.0,16780,5650
56281,1876.033333333333,16783,5650
56282,1876.0666666666668,16786,5650
56283,1876.1,16789,5650
56284,1876.1333333333328,16792,5650
56285,1876.166666666667,16798,5650
56286,1876.2,16802,5650
56287,1876.2333333333331,16805,5650
56288,1876.2666666666669,16809,5660
56289,1876.3,16812,5660
56290,1876.333333333333,16816,5660
56291,1876.3666666666668,16819,5660
56292,1876.4,16822,5660
56293,1876.4333333333327,16825,5660
56294,1876.466666666667,16830,5660
56295,1876.5,16834,5660
56296,1876.533333333333,16838,5660
56297,1876.5666666666668,16842,5660
56298,1876.6,16845,5660
56299,1876.6333333333328,16849,5660
56300,1876.666666666667,16852,5660
56301,1876.7,16855,5660
56302,1876.7333333333331,16858,5660
56303,1876.7666666666669,16864,5660
56304,1876.8,16869,5660
56305,1876.833333333333,16873,5660
56306,1876.8666666666668,16877,5660
56307,1876.9,16881,5660
56308,1876.9333333333327,16885,5660
56309,1876.966666666667,16889,5660
56310,1877.0,16892,5660
56311,1877.033333333333,16896,5660
56312,1877.0666666666668,16902,5660
56313,1877.1,16906,5660
56314,1877.1333333333328,16909,5670
56315,1877.166666666667,16913,5670
56316,1877.2,16916,5670
56317,1877.2333333333331,16920,5670
56318,1877.2666666666669,16923,5670
56319,1877.3,16926,5670
56320,1877.333333333333,16929,5670
56321,1877.3666666666668,16935,5670
56322,1877.4,16938,5670
56323,1877.4333333333327,16942,5670
56324,1877.466666666667,16946,5670
56325,1877.5,16949,5670
56326,1877.533333333333,16952,5670
56327,1877.5666666666668,16956,5670
56328,1877.6,16959,5670
56329,1877.6333333333328,16962,5670
56330,1877.666666666667,16968,5670
56331,1877.7,16972,5670
56332,1877.7333333333331,16977,5670
56333,1877.7666666666669,16981,5670
56334,1877.8,16986,5670
56335,1877.833333333333,16990,5670
56336,1877.8666666666668,16993,5670
56337,1877.9,16997,5670
56338,1877.9333333333327,17000,5670
56339,1877.966666666667,17006,5670
56340,1878.0,17010,5680
56341,1878.033333333333,17014,5680
56342,1878.0666666666668,17018,5680
56343,1878.1,17022,5680
56344,1878.1333333333328,17026,5680
56345,1878.166666666667,17030,5680
56346,1878.2,17034,5680
56347,1878.2333333333331,17037,5680
56348,1878.2666666666669,17043,5680
56349,1878.3,17046,5680
56350,1878.333333333333,17050,5680
56351,1878.3666666666668,17053,5680
56352,1878.4,17057,5680
56353,1878.4333333333327,17060,5680
56354,1878.466666666667,17063,5680
56355,1878.5,17066,5680
56356,1878.533333333333,17069,5680
56357,1878.5666666666668,17075,5680
56358,1878.6,17079,5680
56359,1878.6333333333328,17083,5680
56360,1878.666666666667,17086,5680
56361,1878.7,17089,5680
56362,1878.7333333333331,17093,5680
56363,1878.7666666666669,17096,5680
56364,1878.8,17099,5680
56365,1878.833333333333,17103,5680
56366,1878.8666666666668,17108,5680
56367,1878.9,17112,5690
56368,1878.9333333333327,17116,5690
56369,1878.966666666667,17119,5690
56370,1879.0,17123,5690
56371,1879.033333333333,17127,5690
56372,1879.0666666666668,17130,5690
56373,1879.1,17133,5690
56374,1879.1333333333328,17137,5690
56375,1879.166666666667,17143,5690
56376,1879.2,17148,5690
56377,1879.2333333333331,17152,5690
56378,1879.2666666666669,17156,5690
56379,1879.3,17160,5690
56380,1879.333333333333,17164,5690
56381,1879.3666666666668,17168,5690
56382,1879.4,17172,5690
56383,1879.4333333333327,17175,5690
56384,1879.466666666667,17182,5690
56385,1879.5,17186,5690
56386,1879.533333333333,17190,5690
56387,1879.5666666666668,17195,5690
56388,1879.6,17199,5690
56389,1879.6333333333328,17202,5690
56390,1879.666666666667,17206,5690
56391,1879.7,17210,5690
56392,1879.7333333333331,17214,5690
56393,1879.7666666666669,17220,5700
56394,1879.8,17224,5700
56395,1879.833333333333,17228,5700
56396,1879.8666666666668,17232,5700
56397,1879.9,17236,5700
56398,1879.9333333333327,17240,5700
56399,1879.966666666667,17244,5700
56400,1880.0,17247,5700
56401,1880.033333333333,17251,5700
56402,1880.0666666666668,17256,5700
56403,1880.1,17260,5700
56404,1880.1333333333328,17264,5700
56405,1880.166666666667,17267,5700
56406,1880.2,17271,5700
56407,1880.2333333333331,17274,5700
56408,1880.2666666666669,17277,5700
56409,1880.3,17280,5700
56410,1880.333333333333,17283,5700
56411,1880.3666666666668,17289,5700
56412,1880.4,17293,5700
56413,1880.4333333333327,17296,5700
56414,1880.466666666667,17300,5700
56415,1880.5,17304,5700
56416,1880.533333333333,17307,5700
56417,1880.5666666666668,17310,5700
56418,1880.6,17314,5700
56419,1880.6333333333328,17317,5700
56420,1880.666666666667,17323,5710
56421,1880.7,17328,5710
56422,1880.7333333333331,17332,5710
56423,1880.7666666666669,17336,5710
56424,1880.8,17340,5710
56425,1880.833333333333,17344,5710
56426,1880.8666666666668,17348,5710
56427,1880.9,17352,5710
56428,1880.9333333333327,17356,5710
56429,1880.966666666667,17362,5710
56430,1881.0,17366,5710
56431,1881.033333333333,17371,5710
56432,1881.0666666666668,17375,5710
56433,1881.1,17379,5710
56434,1881.1333333333328,17383,5710
56435,1881.166666666667,17387,5710
56436,1881.2,17390,5710
56437,1881.2333333333331,17394,5710
56438,1881.2666666666669,17400,5710
56439,1881.3,17403,5710
56440,1881.333333333333,17407,5710
56441,1881.3666666666668,17411,5710
56442,1881.4,17414,5710
56443,1881.4333333333327,17418,5710
56444,1881.466666666667,17421,5710
56445,1881.5,17425,5710
56446,1881.533333333333,17427,5710
56447,1881.5666666666668,17433,5720
56448,1881.6,17437,5720
56449,1881.6333333333328,17440,5720
56450,1881.666666666667,17444,5720
56451,1881.7,17448,5720
56452,1881.7333333333331,17451,5720
56453,1881.7666666666669,17455,5720
56454,1881.8,17458,5720
56455,1881.833333333333,17461,5720
56456,1881.8666666666668,17465,5720
56457,1881.9,17468,5720
56458,1881.9333333333327,17470,5720
56459,1881.966666666667,17472,5720
56460,1882.0,17475,5720
56461,1882.033333333333,17477,5720
56462,1882.0666666666668,17479,5720
56463,1882.1,17481,5720
56464,1882.1333333333328,17483,5720
56465,1882.166666666667,17489,5720
56466,1882.2,17494,5720
56467,1882.2333333333331,17498,5720
56468,1882.2666666666669,17503,5720
56469,1882.3,17507,5720
56470,1882.333333333333,17511,5720
56471,1882.3666666666668,17516,5720
56472,1882.4,17519,5720
56473,1882.4333333333327,17523,5720
56474,1882.466666666667,17530,5720
56475,1882.5,17535,5730
56476,1882.533333333333,17539,5730
56477,1882.5666666666668,17543,5730
56478,1882.6,17547,5730
56479,1882.6333333333328,17552,5730
56480,1882.666666666667,17556,5730
56481,1882.7,17560,5730
56482,1882.7333333333331,17563,5730
56483,1882.7666666666669,17570,5730
56484,1882.8,17575,5730
56485,1882.833333333333,17580,5730
56486,1882.8666666666668,17584,5730
56487,1882.9,17589,5730
56488,1882.9333333333327,17593,5730
56489,1882.966666666667,17598,5730
56490,1883.0,17602,5730
56491,1883.033333333333,17606,5730
56492,1883.0666666666668,17613,5730
56493,1883.1,17618,5730
56494,1883.1333333333328,17622,5730
56495,1883.166666666667,17627,5730
56496,1883.2,17631,5730
56497,1883.2333333333331,17635,5730
56498,1883.2666666666669,17639,5730
56499,1883.3,17643,5730
56500,1883.333333333333,17647,5730
56501,1883.3666666666668,17654,5740
56502,1883.4,17658,5740
56503,1883.4333333333327,17661,5740
56504,1883.466666666667,17665,5740
56505,1883.5,17669,5740
56506,1883.533333333333,17672,5740
56507,1883.5666666666668,17676,5740
56508,1883.6,17679,5740
56509,1883.6333333333328,17683,5740
56510,1883.666666666667,17689,5740
56511,1883.7,17694,5740
56512,1883.7333333333331,17698,5740
56513,1883.7666666666669,17703,5740
56514,1883.8,17707,5740
56515,1883.833333333333,17711,5740
56516,1883.8666666666668,17715,5740
56517,1883.9,17719,5740
56518,1883.9333333333327,17723,5740
56519,1883.966666666667,17730,5740
56520,1884.0,17734,5740
56521,1884.033333333333,17739,5740
56522,1884.0666666666668,17743,5740
56523,1884.1,17747,5740
56524,1884.1333333333328,17751,5740
56525,1884.166666666667,17755,5740
56526,1884.2,17759,5740
56527,1884.2333333333331,17763,5740
56528,1884.2666666666669,17769,5750
56529,1884.3,17773,5750
56530,1884.333333333333,17777,5750
56531,1884.3666666666668,17781,5750
56532,1884.4,17785,5750
56533,1884.4333333333327,17790,5750
56534,1884.466666666667,17793,5750
56535,1884.5,17797,5750
56536,1884.533333333333,17800,5750
56537,1884.5666666666668,17806,5750
56538,1884.6,17810,5750
56539,1884.6333333333328,17815,5750
56540,1884.666666666667,17820,5750
56541,1884.7,17824,5750
56542,1884.7333333333331,17828,5750
56543,1884.7666666666669,17832,5750
56544,1884.8,17836,5750
56545,1884.833333333333,17839,5750
56546,1884.8666666666668,17845,5750
56547,1884.9,17849,5750
56548,1884.9333333333327,17852,5750
56549,1884.966666666667,17856,5750
56550,1885.0,17860,5750
56551,1885.033333333333,17863,5750
56552,1885.0666666666668,17867,5750
56553,1885.1,17870,5750
56554,1885.1333333333328,17873,5750
56555,1885.166666666667,17880,5760
56556,1885.2,17884,5760
56557,1885.2333333333331,17889,5760
56558,1885.2666666666669,17893,5760
56559,1885.3,17898,5760
56560,1885.333333333333,17902,5760
56561,1885.3666666666668,17907,5760
56562,1885.4,17910,5760
56563,1885.4333333333327,17914,5760
56564,1885.466666666667,17920,5760
56565,1885.5,17924,5760
56566,1885.533333333333,17927,5760
56567,1885.5666666666668,17931,5760
56568,1885.6,17935,5760
56569,1885.6333333333328,17939,5760
56570,1885.666666666667,17942,5760
56571,1885.7,17946,5760
56572,1885.7333333333331,17949,5760
56573,1885.7666666666669,17955,5760
56574,1885.8,17960,5760
56575,1885.833333333333,17965,5760
56576,1885.8666666666668,17970,5760
56577,1885.9,17974,5760
56578,1885.9333333333327,17978,5760
56579,1885.966666666667,17982,5760
56580,1886.0,17986,5760
56581,1886.033333333333,17990,5760
56582,1886.0666666666668,17996,5770
56583,1886.1,18000,5770
56584,1886.1333333333328,18004,5770
56585,1886.166666666667,18008,5770
56586,1886.2,18012,5770
56587,1886.2333333333331,18015,5770
56588,1886.2666666666669,18019,5770
56589,1886.3,18023,5770
56590,1886.333333333333,18027,5770
56591,1886.3666666666668,18033,5770
56592,1886.4,18037,5770
56593,1886.4333333333327,18042,5770
56594,1886.466666666667,18046,5770
56595,1886.5,18050,5770
56596,1886.533333333333,18055,5770
56597,1886.5666666666668,18059,5770
56598,1886.6,18063,5770
56599,1886.6333333333328,18067,5770
56600,1886.666666666667,18074,5770
56601,1886.7,18078,5770
56602,1886.7333333333331,18083,5770
56603,1886.7666666666669,18087,5770
56604,1886.8,18092,5770
56605,1886.833333333333,18096,5770
56606,1886.8666666666668,18100,5770
56607,1886.9,18104,5770
56608,1886.9333333333327,18108,5770
56609,1886.966666666667,18114,5770
56610,1887.0,18119,5780
56611,1887.033333333333,18123,5780
56612,1887.0666666666668,18128,5780
56613,1887.1,18132,5780
56614,1887.1333333333328,18136,5780
56615,1887.166666666667,18140,5780
56616,1887.2,18144,5780
56617,1887.2333333333331,18148,5780
56618,1887.2666666666669,18154,5780
56619,1887.3,18159,5780
56620,1887.333333333333,18162,5780
56621,1887.3666666666668,18166,5780
56622,1887.4,18170,5780
56623,1887.4333333333327,18173,5780
56624,1887.466666666667,18177,5780
56625,1887.5,18180,5780
56626,1887.533333333333,18183,5780
56627,1887.5666666666668,18189,5780
56628,1887.6,18193,5780
56629,1887.6333333333328,18198,5780
56630,1887.666666666667,18201,5780
56631,1887.7,18205,5780
56632,1887.7333333333331,18209,5780
56633,1887.7666666666669,18213,5780
56634,1887.8,18216,5780
56635,1887.833333333333,18220,5780
56636,1887.8666666666668,18227,5780
56637,1887.9,18232,5780
56638,1887.9333333333327,18236,5780
56639,1887.966666666667,18242,5780
56640,1888.0,18246,5790
56641,1888.033333333333,18251,5790
56642,1888.0666666666668,18255,5790
56643,1888.1,18259,5790
56644,1888.1333333333328,18263,5790
56645,1888.166666666667,18269,5790
56646,1888.2,18274,5790
56647,1888.2333333333331,18278,5790
56648,1888.2666666666669,18283,5790
56649,1888.3,18287,5790
56650,1888.333333333333,18292,5790
56651,1888.3666666666668,18296,5790
56652,1888.4,18300,5790
56653,1888.4333333333327,18304,5790
56654,1888.466666666667,18309,5790
56655,1888.5,18312,5790
56656,1888.533333333333,18315,5790
56657,1888.5666666666668,18318,5790
56658,1888.6,18321,5790
56659,1888.6333333333328,18323,5790
56660,1888.666666666667,18326,5790
56661,1888.7,18328,5790
56662,1888.7333333333331,18331,5790
56663,1888.7666666666669,18337,5790
56664,1888.8,18342,5790
56665,1888.833333333333,18346,5790
56666,1888.8666666666668,18351,5790
56667,1888.9,18355,5790
56668,1888.9333333333327,18359,5790
56669,1888.966666666667,18363,5790
56670,1889.0,18368,5790
56671,1889.033333333333,18372,5800
56672,1889.0666666666668,18378,5800
56673,1889.1,18383,5800
56674,1889.1333333333328,18387,5800
56675,1889.166666666667,18392,5800
56676,1889.2,18396,5800
56677,1889.2333333333331,18400,5800
56678,1889.2666666666669,18405,5800
56679,1889.3,18409,5800
56680,1889.333333333333,18413,5800
56681,1889.3666666666668,18420,5800
56682,1889.4,18425,5800
56683,1889.4333333333327,18430,5800
56684,1889.466666666667,18435,5800
56685,1889.5,18440,5800
56686,1889.533333333333,18445,5800
56687,1889.5666666666668,18449,5800
56688,1889.6,18454,5800
56689,1889.6333333333328,18458,5800
56690,1889.666666666667,18466,5800
56691,1889.7,18470,5800
56692,1889.7333333333331,18474,5800
56693,1889.7666666666669,18478,5800
56694,1889.8,18482,5800
56695,1889.833333333333,18486,5800
56696,1889.8666666666668,18490,5800
56697,1889.9,18494,5800
56698,1889.9333333333327,18498,5810
56699,1889.966666666667,18505,5810
56700,1890.0,18510,5810
56701,1890.033333333333,18515,5810
56702,1890.0666666666668,18520,5810
56703,1890.1,18525,5810
56704,1890.1333333333328,18529,5810
56705,1890.166666666667,18534,5810
56706,1890.2,18538,5810
56707,1890.2333333333331,18542,5810
56708,1890.2666666666669,18549,5810
56709,1890.3,18554,5810
56710,1890.333333333333,18559,5810
56711,1890.3666666666668,18564,5810
56712,1890.4,18569,5810
56713,1890.4333333333327,18573,5810
56714,1890.466666666667,18577,5810
56715,1890.5,18582,5810
56716,1890.533333333333,18586,5810
56717,1890.5666666666668,18593,5810
56718,1890.6,18598,5810
56719,1890.6333333333328,18602,5810
56720,1890.666666666667,18607,5810
56721,1890.7,18611,5810
56722,1890.7333333333331,18616,5810
56723,1890.7666666666669,18620,5810
56724,1890.8,18624,5810
56725,1890.833333333333,18628,5810
56726,1890.8666666666668,18635,5820
56727,1890.9,18640,5820
56728,1890.9333333333327,18645,5820
56729,1890.966666666667,18649,5820
56730,1891.0,18655,5820
56731,1891.033333333333,18659,5820
56732,1891.0666666666668,18663,5820
56733,1891.1,18667,5820
56734,1891.1333333333328,18671,5820
56735,1891.166666666667,18677,5820
56736,1891.2,18677,5820
56737,1891.2333333333331,18682,5820
56738,1891.2666666666669,18691,5820
56739,1891.3,18691,5820
56740,1891.333333333333,18696,5820
56741,1891.3666666666668,18704,5820
56742,1891.4,18704,5820
56743,1891.4333333333327,18708,5820
56744,1891.466666666667,18708,5820
56745,1891.5,18719,5820
56746,1891.533333333333,18729,5820
56747,1891.5666666666668,18729,5820
56748,1891.6,18733,5820
56749,1891.6333333333328,18742,5820
56750,1891.666666666667,18742,5820
56751,1891.7,18747,5820
56752,1891.7333333333331,18755,5820
56753,1891.7666666666669,18755,5820
56754,1891.8,18761,5820
56755,1891.833333333333,18761,5820
56756,1891.8666666666668,18770,5830
56757,1891.9,18775,5830
56758,1891.9333333333327,18775,5830
56759,1891.966666666667,18784,5830
56760,1892.0,18788,5830
56761,1892.033333333333,18788,5830
56762,1892.0666666666668,18796,5830
56763,1892.1,18803,5830
56764,1892.1333333333328,18803,5830
56765,1892.166666666667,18812,5830
56766,1892.2,18817,5830
56767,1892.2333333333331,18821,5830
56768,1892.2666666666669,18825,5830
56769,1892.3,18830,5830
56770,1892.333333333333,18834,5830
56771,1892.3666666666668,18838,5830
56772,1892.4,18845,5830
56773,1892.4333333333327,18850,5830
56774,1892.466666666667,18854,5830
56775,1892.5,18860,5830
56776,1892.533333333333,18864,5830
56777,1892.5666666666668,18868,5830
56778,1892.6,18872,5830
56779,1892.6333333333328,18876,5830
56780,1892.666666666667,18880,5830
56781,1892.7,18886,5830
56782,1892.7333333333331,18890,5830
56783,1892.7666666666669,18894,5830
56784,1892.8,18898,5830
56785,1892.833333333333,18902,5840
56786,1892.8666666666668,18906,5840
56787,1892.9,18911,5840
56788,1892.9333333333327,18914,5840
56789,1892.966666666667,18917,5840
56790,1893.0,18924,5840
56791,1893.033333333333,18929,5840
56792,1893.0666666666668,18934,5840
56793,1893.1,18938,5840
56794,1893.1333333333328,18943,5840
56795,1893.166666666667,18948,5840
56796,1893.2,18952,5840
56797,1893.2333333333331,18956,5840
56798,1893.2666666666669,18961,5840
56799,1893.3,18968,5840
56800,1893.333333333333,18973,5840
56801,1893.3666666666668,18978,5840
56802,1893.4,18982,5840
56803,1893.4333333333327,18987,5840
56804,1893.466666666667,18992,5840
56805,1893.5,18996,5840
56806,1893.533333333333,19000,5840
56807,1893.5666666666668,19005,5840
56808,1893.6,19012,5840
56809,1893.6333333333328,19017,5840
56810,1893.666666666667,19021,5840
56811,1893.7,19026,5840
56812,1893.7333333333331,19031,5840
56813,1893.7666666666669,19035,5840
56814,1893.8,19040,5840
56815,1893.833333333333,19044,5850
56816,1893.8666666666668,19048,5850
56817,1893.9,19055,5850
56818,1893.9333333333327,19059,5850
56819,1893.966666666667,19063,5850
56820,1894.0,19068,5850
56821,1894.033333333333,19072,5850
56822,1894.0666666666668,19076,5850
56823,1894.1,19079,5850
56824,1894.1333333333328,19083,5850
56825,1894.166666666667,19087,5850
56826,1894.2,19094,5850
56827,1894.2333333333331,19099,5850
56828,1894.2666666666669,19104,5850
56829,1894.3,19109,5850
56830,1894.333333333333,19113,5850
56831,1894.3666666666668,19118,5850
56832,1894.4,19123,5850
56833,1894.4333333333327,19127,5850
56834,1894.466666666667,19131,5850
56835,1894.5,19139,5850
56836,1894.533333333333,19144,5850
56837,1894.5666666666668,19149,5850
56838,1894.6,19154,5850
56839,1894.6333333333328,19159,5850
56840,1894.666666666667,19163,5850
56841,1894.7,19168,5850
56842,1894.7333333333331,19172,5850
56843,1894.7666666666669,19176,5850
56844,1894.8,19184,5850
56845,1894.833333333333,19189,5860
56846,1894.8666666666668,19193,5860
56847,1894.9,19198,5860
56848,1894.9333333333327,19203,5860
56849,1894.966666666667,19208,5860
56850,1895.0,19212,5860
56851,1895.033333333333,19216,5860
56852,1895.0666666666668,19221,5860
56853,1895.1,19227,5860
56854,1895.1333333333328,19232,5860
56855,1895.166666666667,19236,5860
56856,1895.2,19240,5860
56857,1895.2333333333331,19244,5860
56858,1895.2666666666669,19248,5860
56859,1895.3,19252,5860
56860,1895.333333333333,19256,5860
56861,1895.3666666666668,19259,5860
56862,1895.4,19266,5860
56863,1895.4333333333327,19270,5860
56864,1895.466666666667,19275,5860
56865,1895.5,19279,5860
56866,1895.533333333333,19283,5860
56867,1895.5666666666668,19288,5860
56868,1895.6,19292,5860
56869,1895.6333333333328,19296,5860
56870,1895.666666666667,19299,5860
56871,1895.7,19307,5860
56872,1895.7333333333331,19312,5860
56873,1895.7666666666669,19317,5860
56874,1895.8,19322,5860
56875,1895.833333333333,19327,5860
56876,1895.8666666666668,19332,5870
56877,1895.9,19337,5870
56878,1895.9333333333327,19341,5870
56879,1895.966666666667,19346,5870
56880,1896.0,19352,5870
56881,1896.033333333333,19357,5870
56882,1896.0666666666668,19361,5870
56883,1896.1,19366,5870
56884,1896.1333333333328,19370,5870
56885,1896.166666666667,19374,5870
56886,1896.2,19378,5870
56887,1896.2333333333331,19382,5870
56888,1896.2666666666669,19386,5870
56889,1896.3,19392,5870
56890,1896.333333333333,19397,5870
56891,1896.3666666666668,19401,5870
